day,time,demand,clearing price (CNY/MWh)
2022-02-21,13:15,28535.33,-80.0
2022-02-21,13:30,28598.68,-80.0
2022-02-21,13:45,29132.56,-80.0
2022-02-21,14:00,29786.82,-80.0
2022-02-21,14:15,29526.71,-35.3
2022-02-21,14:30,29437.17,-35.3
2022-02-21,14:45,29440.87,-35.3
2022-02-21,15:00,29933.62,-35.3
2022-02-22,12:15,31525.7,-80.0
2022-02-22,12:30,30328.2,-80.0
2022-02-22,12:45,30856.56,-80.0
2022-02-22,13:00,30804.22,-80.0
2022-02-22,13:15,31882.99,-60.0
2022-02-22,13:30,31479.52,-60.0
2022-02-22,13:45,31724.97,-60.0
2022-02-22,14:00,30996.76,-60.0
2022-02-22,14:15,30686.74,-33.1
2022-02-22,14:30,30778.84,-33.1
2022-02-22,14:45,31019.07,-33.1
2022-02-22,15:00,31141.28,-33.1
2022-02-23,12:15,44040.43,-80.0
2022-02-23,12:30,43325.2,-80.0
2022-02-23,12:45,43308.29,-80.0
2022-02-23,13:00,43467.38,-80.0
2022-02-24,10:15,31482.08,-80.0
2022-02-24,10:30,31484.73,-80.0
2022-02-24,10:45,31435.5,-80.0
2022-02-24,11:00,31346.35,-80.0
2022-02-24,11:15,31632.67,-53.1
2022-02-24,11:30,30875.16,-53.1
2022-02-24,11:45,29542.13,-53.1
2022-02-24,12:00,27882.58,-53.1
2022-02-24,12:15,27055.59,-80.0
2022-02-24,12:30,26011.05,-80.0
2022-02-24,12:45,26173.75,-80.0
2022-02-24,13:00,26426.09,-80.0
2022-02-24,13:15,27899.51,-80.0
2022-02-24,13:30,28722.19,-80.0
2022-02-24,13:45,30011.09,-80.0
2022-02-24,14:00,30593.5,-80.0
2022-02-24,14:15,31622.3,-80.0
2022-02-24,14:30,32349.37,-80.0
2022-02-24,14:45,33341.26,-80.0
2022-02-24,15:00,34033.22,-80.0
2022-02-25,10:15,23179.35,-80.0
2022-02-25,10:30,23303.34,-80.0
2022-02-25,10:45,23531.85,-80.0
2022-02-25,11:00,23822.57,-80.0
2022-02-25,11:15,23527.09,-80.0
2022-02-25,11:30,22826.42,-80.0
2022-02-25,11:45,22405.44,-80.0
2022-02-25,12:00,21714.31,-80.0
2022-02-25,12:15,21862.67,-80.0
2022-02-25,12:30,21898.33,-80.0
2022-02-25,12:45,22026.53,-80.0
2022-02-25,13:00,22285.23,-80.0
2022-02-25,13:15,22191.4,-80.0
2022-02-25,13:30,22400.81,-80.0
2022-02-25,13:45,22607.16,-80.0
2022-02-25,14:00,22864.05,-80.0
2022-02-25,14:15,23224.88,-80.0
2022-02-25,14:30,23784.82,-80.0
2022-02-25,14:45,23592.8,-80.0
2022-02-25,15:00,23880.53,-80.0
2022-02-25,15:15,24885.68,-80.0
2022-02-25,15:30,25125.5,-80.0
2022-02-25,15:45,25384.19,-80.0
2022-02-25,16:00,26147.15,-80.0
2022-02-26,1:15,31264.44,-80.0
2022-02-26,1:30,31452.73,-80.0
2022-02-26,1:45,31456.43,-80.0
2022-02-26,2:00,31610.31,-80.0
2022-02-26,2:15,31403.73,-80.0
2022-02-26,2:30,31381.04,-80.0
2022-02-26,2:45,31156.48,-80.0
2022-02-26,3:00,31403.95,-80.0
2022-02-26,3:15,31230.6,-80.0
2022-02-26,3:30,31027.28,-80.0
2022-02-26,3:45,30783.86,-80.0
2022-02-26,4:00,30963.65,-80.0
2022-02-26,4:15,31050.96,-47.3
2022-02-26,4:30,31287.35,-47.3
2022-02-26,4:45,31710.63,-47.3
2022-02-26,5:00,32340.33,-47.3
2022-02-26,9:15,28044.15,-80.0
2022-02-26,9:30,26583.78,-80.0
2022-02-26,9:45,25078.56,-80.0
2022-02-26,10:00,23493.9,-80.0
2022-02-26,10:15,22114.72,-80.0
2022-02-26,10:30,22515.17,-80.0
2022-02-26,10:45,21955.55,-80.0
2022-02-26,11:00,21818.0,-80.0
2022-02-26,11:15,22195.47,-80.0
2022-02-26,11:30,21929.61,-80.0
2022-02-26,11:45,21720.06,-80.0
2022-02-26,12:00,21299.01,-80.0
2022-02-26,12:15,21056.39,-80.0
2022-02-26,12:30,21461.42,-80.0
2022-02-26,12:45,21410.79,-80.0
2022-02-26,13:00,21303.74,-80.0
2022-02-26,13:15,21192.74,-80.0
2022-02-26,13:30,21415.16,-80.0
2022-02-26,13:45,22062.51,-80.0
2022-02-26,14:00,23177.79,-80.0
2022-02-26,14:15,23315.24,-80.0
2022-02-26,14:30,23747.41,-80.0
2022-02-26,14:45,24123.12,-80.0
2022-02-26,15:00,25047.21,-80.0
2022-02-26,15:15,25560.74,-45.15
2022-02-26,15:30,26667.48,-45.15
2022-02-26,15:45,27879.65,-45.15
2022-02-26,16:00,28771.49,-45.15
2022-02-27,9:15,38753.31,-80.0
2022-02-27,9:30,38949.94,-80.0
2022-02-27,9:45,38986.08,-80.0
2022-02-27,10:00,38748.7,-80.0
2022-02-27,10:15,39216.52,-80.0
2022-02-27,10:30,39562.31,-80.0
2022-02-27,10:45,39678.74,-80.0
2022-02-27,11:00,39484.57,-80.0
2022-02-27,11:15,40746.57,-80.0
2022-02-27,11:30,39533.24,-80.0
2022-02-27,11:45,38947.97,-80.0
2022-02-27,12:00,40126.51,-80.0
2022-02-27,12:15,39264.15,-80.0
2022-02-27,12:30,38507.61,-80.0
2022-02-27,12:45,38314.78,-80.0
2022-02-27,13:00,37847.21,-80.0
2022-02-27,13:15,38302.47,-80.0
2022-02-27,13:30,37664.74,-80.0
2022-02-27,13:45,37515.19,-80.0
2022-02-27,14:00,36538.4,-80.0
2022-02-27,14:15,34889.45,-80.0
2022-02-27,14:30,33920.01,-80.0
2022-02-27,14:45,33063.52,-80.0
2022-02-27,15:00,32353.16,-80.0
2022-02-27,15:15,32177.81,-80.0
2022-02-27,15:30,31802.21,-80.0
2022-02-27,15:45,31667.14,-80.0
2022-02-27,16:00,31998.4,-80.0
2022-02-28,12:15,22453.63,-80.0
2022-02-28,12:30,22533.88,-80.0
2022-02-28,12:45,22410.81,-80.0
2022-02-28,13:00,23072.04,-80.0
2022-03-01,2:15,25931.31,-60.0
2022-03-01,2:30,25430.1,-60.0
2022-03-01,2:45,24884.85,-60.0
2022-03-01,3:00,24021.2,-60.0
2022-03-01,3:15,23748.44,-80.0
2022-03-01,3:30,23441.3,-80.0
2022-03-01,3:45,23169.08,-80.0
2022-03-01,4:00,23087.32,-80.0
2022-03-01,4:15,22956.44,-80.0
2022-03-01,4:30,22951.78,-80.0
2022-03-01,4:45,22972.49,-80.0
2022-03-01,5:00,22800.07,-80.0
2022-03-01,9:15,20504.28,-46.89
2022-03-01,9:30,20582.14,-46.89
2022-03-01,9:45,20569.05,-46.89
2022-03-01,10:00,20584.32,-46.89
2022-03-01,10:15,20648.93,-80.0
2022-03-01,10:30,20675.37,-80.0
2022-03-01,10:45,20684.03,-80.0
2022-03-01,11:00,20864.6,-80.0
2022-03-01,11:15,20926.54,-80.0
2022-03-01,11:30,20710.24,-80.0
2022-03-01,11:45,20427.61,-80.0
2022-03-01,12:00,19900.0,-80.0
2022-03-01,12:15,20031.02,-80.0
2022-03-01,12:30,20013.09,-80.0
2022-03-01,12:45,19975.93,-80.0
2022-03-01,13:00,20277.83,-80.0
2022-03-01,13:15,20547.27,-80.0
2022-03-01,13:30,20915.82,-80.0
2022-03-01,13:45,21372.32,-80.0
2022-03-01,14:00,21508.49,-80.0
2022-03-01,14:15,21631.46,-46.25
2022-03-01,14:30,21793.62,-46.25
2022-03-01,14:45,22292.02,-46.25
2022-03-01,15:00,22632.86,-46.25
2022-03-02,10:15,18552.17,-49.58
2022-03-02,10:30,18311.65,-49.58
2022-03-02,10:45,18427.76,-49.58
2022-03-02,11:00,18201.41,-49.58
2022-03-02,11:15,18220.0,-80.0
2022-03-02,11:30,17941.41,-80.0
2022-03-02,11:45,17892.07,-80.0
2022-03-02,12:00,17613.03,-80.0
2022-03-02,12:15,17865.19,-80.0
2022-03-02,12:30,17717.68,-80.0
2022-03-02,12:45,17768.61,-80.0
2022-03-02,13:00,18038.69,-80.0
2022-03-02,13:15,17978.08,-80.0
2022-03-02,13:30,18059.5,-80.0
2022-03-02,13:45,18295.99,-80.0
2022-03-02,14:00,18166.81,-80.0
2022-03-02,14:15,19014.39,-80.0
2022-03-02,14:30,18956.3,-80.0
2022-03-02,14:45,19511.72,-80.0
2022-03-02,15:00,19789.28,-80.0
2022-03-03,11:15,22435.9,-2.59
2022-03-03,11:30,22998.51,-2.59
2022-03-03,11:45,21311.19,-2.59
2022-03-03,12:00,20616.09,-2.59
2022-03-03,12:15,19533.87,-80.0
2022-03-03,12:30,18008.44,-80.0
2022-03-03,12:45,17788.71,-80.0
2022-03-03,13:00,17633.85,-80.0
2022-03-03,13:15,18364.11,-28.78
2022-03-03,13:30,18826.47,-28.78
2022-03-03,13:45,19316.1,-28.78
2022-03-03,14:00,20169.36,-28.78
2022-03-03,14:15,19011.63,-0.4
2022-03-03,14:30,19262.04,-0.4
2022-03-03,14:45,20582.19,-0.4
2022-03-03,15:00,21787.7,-0.4
2022-03-04,10:15,31232.05,-52.42
2022-03-04,10:30,30372.21,-52.42
2022-03-04,10:45,30265.36,-52.42
2022-03-04,11:00,30380.24,-52.42
2022-03-04,11:15,32013.11,-80.0
2022-03-04,11:30,31102.0,-80.0
2022-03-04,11:45,30434.48,-80.0
2022-03-04,12:00,29143.48,-80.0
2022-03-04,12:15,28521.61,-80.0
2022-03-04,12:30,27708.73,-80.0
2022-03-04,12:45,27300.66,-80.0
2022-03-04,13:00,27441.41,-80.0
2022-03-04,13:15,28800.78,-80.0
2022-03-04,13:30,29341.95,-80.0
2022-03-04,13:45,29758.96,-80.0
2022-03-04,14:00,29810.88,-80.0
2022-03-04,14:15,28986.52,-80.0
2022-03-04,14:30,28823.45,-80.0
2022-03-04,14:45,29100.9,-80.0
2022-03-04,15:00,29435.16,-80.0
2022-03-04,15:15,30299.85,-49.0
2022-03-04,15:30,31482.23,-49.0
2022-03-04,15:45,32555.47,-49.0
2022-03-04,16:00,33728.8,-49.0
2022-03-05,11:15,26231.1,-17.63
2022-03-05,11:30,25828.91,-17.63
2022-03-05,11:45,24889.45,-17.63
2022-03-05,12:00,23837.86,-17.63
2022-03-05,12:15,22739.0,-80.0
2022-03-05,12:30,22545.1,-80.0
2022-03-05,12:45,23058.07,-80.0
2022-03-05,13:00,22601.4,-80.0
2022-03-05,13:15,23293.47,-71.5
2022-03-05,13:30,23293.8,-71.5
2022-03-05,13:45,23066.68,-71.5
2022-03-05,14:00,23201.36,-71.5
2022-03-05,14:15,21931.84,-19.4
2022-03-05,14:30,21144.78,-19.4
2022-03-05,14:45,21091.21,-19.4
2022-03-05,15:00,21734.75,-19.4
2022-03-06,12:15,18677.69,-27.5
2022-03-06,12:30,18599.34,-27.5
2022-03-06,12:45,18909.32,-27.5
2022-03-06,13:00,18954.82,-27.5
2022-03-07,12:15,24625.09,-80.0
2022-03-07,12:30,23939.29,-80.0
2022-03-07,12:45,24207.54,-80.0
2022-03-07,13:00,24430.09,-80.0
2022-03-07,14:15,25912.66,-19.01
2022-03-07,14:30,25477.27,-19.01
2022-03-07,14:45,25631.46,-19.01
2022-03-07,15:00,26052.73,-19.01
2022-03-08,11:15,19549.03,-22.43
2022-03-08,11:30,18863.84,-22.43
2022-03-08,11:45,17590.47,-22.43
2022-03-08,12:00,16949.02,-22.43
2022-03-08,12:15,16982.48,-80.0
2022-03-08,12:30,17198.7,-80.0
2022-03-08,12:45,17225.51,-80.0
2022-03-08,13:00,17488.62,-80.0
2022-03-08,13:15,18095.17,-80.0
2022-03-08,13:30,18393.88,-80.0
2022-03-08,13:45,18973.4,-80.0
2022-03-08,14:00,19090.01,-80.0
2022-03-08,14:15,18474.79,-10.94
2022-03-08,14:30,18267.73,-10.94
2022-03-08,14:45,18491.52,-10.94
2022-03-08,15:00,18726.24,-10.94
2022-03-09,12:15,14503.99,-80.0
2022-03-09,12:30,14452.97,-80.0
2022-03-09,12:45,14556.0,-80.0
2022-03-09,13:00,15377.47,-80.0
2022-03-09,13:15,15453.93,-25.33
2022-03-09,13:30,15623.79,-25.33
2022-03-09,13:45,15685.14,-25.33
2022-03-09,14:00,15534.29,-25.33
2022-03-09,14:15,15621.5,-60.0
2022-03-09,14:30,15686.99,-60.0
2022-03-09,14:45,15970.6,-60.0
2022-03-09,15:00,15917.33,-60.0
2022-03-10,10:15,14875.27,-60.0
2022-03-10,10:30,14956.8,-60.0
2022-03-10,10:45,14953.25,-60.0
2022-03-10,11:00,15243.21,-60.0
2022-03-10,11:15,16734.86,-14.31
2022-03-10,11:30,16184.8,-14.31
2022-03-10,11:45,15359.05,-14.31
2022-03-10,12:00,14674.24,-14.31
2022-03-10,12:15,14292.56,-80.0
2022-03-10,12:30,14276.72,-80.0
2022-03-10,12:45,14383.57,-80.0
2022-03-10,13:00,14522.2,-80.0
2022-03-11,11:15,18020.96,-0.41
2022-03-11,11:30,17668.09,-0.41
2022-03-11,11:45,16953.05,-0.41
2022-03-11,12:00,16098.61,-0.41
2022-03-11,12:15,16180.93,-80.0
2022-03-11,12:30,16061.84,-80.0
2022-03-11,12:45,16484.29,-80.0
2022-03-11,13:00,17313.84,-80.0
2022-03-14,10:15,16029.84,-22.0
2022-03-14,10:30,16494.16,-22.0
2022-03-14,10:45,16501.63,-22.0
2022-03-14,11:00,17831.49,-22.0
2022-03-14,11:15,19002.3,-80.0
2022-03-14,11:30,17644.73,-80.0
2022-03-14,11:45,16274.93,-80.0
2022-03-14,12:00,15007.24,-80.0
2022-03-14,12:15,14745.73,-80.0
2022-03-14,12:30,14833.25,-80.0
2022-03-14,12:45,14742.65,-80.0
2022-03-14,13:00,15055.89,-80.0
2022-03-14,13:15,15836.48,-80.0
2022-03-14,13:30,15854.8,-80.0
2022-03-14,13:45,16145.97,-80.0
2022-03-14,14:00,16594.06,-80.0
2022-03-14,14:15,16202.34,-29.0
2022-03-14,14:30,15799.47,-29.0
2022-03-14,14:45,15768.23,-29.0
2022-03-14,15:00,16709.08,-29.0
2022-03-15,9:15,15052.65,-80.0
2022-03-15,9:30,15045.34,-80.0
2022-03-15,9:45,15381.32,-80.0
2022-03-15,10:00,16139.67,-80.0
2022-03-15,10:15,16071.82,-80.0
2022-03-15,10:30,16217.74,-80.0
2022-03-15,10:45,16646.53,-80.0
2022-03-15,11:00,16550.12,-80.0
2022-03-15,11:15,17219.8,-80.0
2022-03-15,11:30,17052.88,-80.0
2022-03-15,11:45,16641.69,-80.0
2022-03-15,12:00,16323.13,-80.0
2022-03-15,12:15,15756.8,-80.0
2022-03-15,12:30,15250.28,-80.0
2022-03-15,12:45,15171.62,-80.0
2022-03-15,13:00,15242.85,-80.0
2022-03-15,13:15,15156.68,-80.0
2022-03-15,13:30,16177.87,-80.0
2022-03-15,13:45,16632.66,-80.0
2022-03-15,14:00,16766.83,-80.0
2022-03-15,14:15,16758.2,-80.0
2022-03-15,14:30,16426.92,-80.0
2022-03-15,14:45,16286.49,-80.0
2022-03-15,15:00,16063.89,-80.0
2022-03-19,10:15,24814.99,-80.0
2022-03-19,10:30,25987.41,-80.0
2022-03-19,10:45,26484.78,-80.0
2022-03-19,11:00,27498.36,-80.0
2022-03-19,11:15,29259.95,-38.55
2022-03-19,11:30,29309.3,-38.55
2022-03-19,11:45,28820.92,-38.55
2022-03-19,12:00,27831.21,-38.55
2022-03-19,12:15,27049.93,-80.0
2022-03-19,12:30,27059.48,-80.0
2022-03-19,12:45,27760.73,-80.0
2022-03-19,13:00,27880.0,-80.0
2022-03-23,9:15,29127.0,-3.78
2022-03-23,9:30,28741.52,-3.78
2022-03-23,9:45,27754.39,-3.78
2022-03-23,10:00,27211.34,-3.78
2022-03-23,10:15,26730.88,-80.0
2022-03-23,10:30,26376.96,-80.0
2022-03-23,10:45,26129.95,-80.0
2022-03-23,11:00,26983.57,-80.0
2022-03-23,11:15,28435.61,-80.0
2022-03-23,11:30,27798.89,-80.0
2022-03-23,11:45,26360.06,-80.0
2022-03-23,12:00,24678.41,-80.0
2022-03-23,12:15,23839.3,-80.0
2022-03-23,12:30,23403.71,-80.0
2022-03-23,12:45,23715.47,-80.0
2022-03-23,13:00,24322.92,-80.0
2022-03-23,13:15,26299.98,-80.0
2022-03-23,13:30,27077.72,-80.0
2022-03-23,13:45,27851.97,-80.0
2022-03-23,14:00,28273.46,-80.0
2022-03-23,14:15,27696.13,-80.0
2022-03-23,14:30,27686.21,-80.0
2022-03-23,14:45,29158.66,-80.0
2022-03-23,15:00,29307.81,-80.0
2022-03-24,11:15,21822.75,-60.0
2022-03-24,11:30,21029.15,-60.0
2022-03-24,11:45,19764.32,-60.0
2022-03-24,12:00,19587.92,-60.0
2022-03-24,12:15,19044.33,-80.0
2022-03-24,12:30,18988.18,-80.0
2022-03-24,12:45,18990.02,-80.0
2022-03-24,13:00,19288.02,-80.0
2022-03-24,13:15,20295.73,-80.0
2022-03-24,13:30,20234.03,-80.0
2022-03-24,13:45,20689.75,-80.0
2022-03-24,14:00,21063.06,-80.0
2022-03-24,14:15,20276.57,-80.0
2022-03-24,14:30,20433.48,-80.0
2022-03-24,14:45,20479.2,-80.0
2022-03-24,15:00,21570.89,-80.0
2022-03-26,12:15,14802.33,-71.0
2022-03-26,12:30,14693.81,-71.0
2022-03-26,12:45,14556.83,-71.0
2022-03-26,13:00,14520.17,-71.0
2022-03-27,8:15,21768.87,-60.0
2022-03-27,8:30,21135.82,-60.0
2022-03-27,8:45,19834.02,-60.0
2022-03-27,9:00,19253.79,-60.0
2022-03-27,9:15,18635.01,-80.0
2022-03-27,9:30,18296.54,-80.0
2022-03-27,9:45,17807.5,-80.0
2022-03-27,10:00,17719.1,-80.0
2022-03-27,10:15,17982.96,-80.0
2022-03-27,10:30,18870.53,-80.0
2022-03-27,10:45,19578.05,-80.0
2022-03-27,11:00,21099.51,-80.0
2022-03-27,11:15,22933.44,-80.0
2022-03-27,11:30,23378.64,-80.0
2022-03-27,11:45,21921.34,-80.0
2022-03-27,12:00,21392.93,-80.0
2022-03-27,12:15,20957.13,-80.0
2022-03-27,12:30,21344.67,-80.0
2022-03-27,12:45,22091.52,-80.0
2022-03-27,13:00,23347.63,-80.0
2022-03-27,13:15,25206.09,-80.0
2022-03-27,13:30,26368.47,-80.0
2022-03-27,13:45,27007.95,-80.0
2022-03-27,14:00,27906.46,-80.0
2022-03-27,14:15,27916.31,-29.0
2022-03-27,14:30,27434.2,-29.0
2022-03-27,14:45,27892.62,-29.0
2022-03-27,15:00,28855.37,-29.0
2022-03-28,9:15,17020.35,-50.5
2022-03-28,9:30,16442.95,-50.5
2022-03-28,9:45,16091.59,-50.5
2022-03-28,10:00,15813.26,-50.5
2022-03-28,10:15,16079.3,-80.0
2022-03-28,10:30,16491.93,-80.0
2022-03-28,10:45,16167.17,-80.0
2022-03-28,11:00,16138.32,-80.0
2022-03-28,11:15,16599.5,-80.0
2022-03-28,11:30,15654.64,-80.0
2022-03-28,11:45,15862.44,-80.0
2022-03-28,12:00,15774.32,-80.0
2022-03-28,12:15,15619.16,-80.0
2022-03-28,12:30,15458.75,-80.0
2022-03-28,12:45,15456.63,-80.0
2022-03-28,13:00,15752.79,-80.0
2022-03-28,13:15,15960.65,-80.0
2022-03-28,13:30,16021.74,-80.0
2022-03-28,13:45,17068.01,-80.0
2022-03-28,14:00,17193.17,-80.0
2022-03-28,14:15,17135.24,-80.0
2022-03-28,14:30,17214.13,-80.0
2022-03-28,14:45,17440.96,-80.0
2022-03-28,15:00,17768.38,-80.0
2022-03-28,15:15,17797.0,-60.0
2022-03-28,15:30,18214.69,-60.0
2022-03-28,15:45,18577.1,-60.0
2022-03-28,16:00,19639.73,-60.0
2022-03-29,9:15,22283.31,-80.0
2022-03-29,9:30,21803.64,-80.0
2022-03-29,9:45,21109.94,-80.0
2022-03-29,10:00,20721.18,-80.0
2022-03-29,10:15,20675.31,-80.0
2022-03-29,10:30,21136.52,-80.0
2022-03-29,10:45,21634.35,-80.0
2022-03-29,11:00,22723.78,-80.0
2022-03-29,11:15,24432.99,-80.0
2022-03-29,11:30,23861.74,-80.0
2022-03-29,11:45,23639.29,-80.0
2022-03-29,12:00,21835.82,-80.0
2022-03-29,12:15,21519.22,-80.0
2022-03-29,12:30,20517.92,-80.0
2022-03-29,12:45,20964.08,-80.0
2022-03-29,13:00,21181.08,-80.0
2022-03-29,13:15,22525.39,-80.0
2022-03-29,13:30,23148.64,-80.0
2022-03-29,13:45,23605.4,-80.0
2022-03-29,14:00,25169.2,-80.0
2022-03-29,14:15,24099.76,-80.0
2022-03-29,14:30,24357.61,-80.0
2022-03-29,14:45,24302.62,-80.0
2022-03-29,15:00,24838.95,-80.0
2022-03-31,11:15,25548.54,-8.84
2022-03-31,11:30,24622.38,-8.84
2022-03-31,11:45,23570.32,-8.84
2022-03-31,12:00,21766.13,-8.84
2022-03-31,12:15,20642.9,-80.0
2022-03-31,12:30,19391.14,-80.0
2022-03-31,12:45,18603.42,-80.0
2022-03-31,13:00,18277.37,-80.0
2022-03-31,13:15,19490.42,-60.0
2022-03-31,13:30,20161.9,-60.0
2022-03-31,13:45,20023.48,-60.0
2022-03-31,14:00,19772.64,-60.0
2022-03-31,14:15,19002.34,-24.0
2022-03-31,14:30,18221.37,-24.0
2022-03-31,14:45,18691.82,-24.0
2022-03-31,15:00,19371.85,-24.0
2022-04-01,10:15,19758.58,-80.0
2022-04-01,10:30,19981.03,-80.0
2022-04-01,10:45,20502.16,-80.0
2022-04-01,11:00,22196.03,-80.0
2022-04-01,11:15,23712.3,-57.79
2022-04-01,11:30,22765.04,-57.79
2022-04-01,11:45,21402.04,-57.79
2022-04-01,12:00,19486.72,-57.79
2022-04-01,12:15,18955.12,-80.0
2022-04-01,12:30,19034.26,-80.0
2022-04-01,12:45,19345.78,-80.0
2022-04-01,13:00,19650.85,-80.0
2022-04-01,13:15,21370.22,-80.0
2022-04-01,13:30,22166.02,-80.0
2022-04-01,13:45,23131.33,-80.0
2022-04-01,14:00,23549.26,-80.0
2022-04-01,14:15,23073.88,-80.0
2022-04-01,14:30,22832.98,-80.0
2022-04-01,14:45,23149.58,-80.0
2022-04-01,15:00,23940.03,-80.0
2022-04-02,12:15,29999.06,-80.0
2022-04-02,12:30,30025.95,-80.0
2022-04-02,12:45,31037.81,-80.0
2022-04-02,13:00,31737.56,-80.0
2022-04-03,9:15,26869.44,-16.3
2022-04-03,9:30,26702.83,-16.3
2022-04-03,9:45,26649.02,-16.3
2022-04-03,10:00,26820.01,-16.3
2022-04-03,10:15,27082.05,-80.0
2022-04-03,10:30,26877.17,-80.0
2022-04-03,10:45,27912.28,-80.0
2022-04-03,11:00,29180.54,-80.0
2022-04-03,11:15,30496.59,-60.0
2022-04-03,11:30,29147.1,-60.0
2022-04-03,11:45,28468.42,-60.0
2022-04-03,12:00,26522.8,-60.0
2022-04-03,12:15,26238.02,-80.0
2022-04-03,12:30,25255.17,-80.0
2022-04-03,12:45,25836.8,-80.0
2022-04-03,13:00,26009.44,-80.0
2022-04-03,13:15,27066.53,-80.0
2022-04-03,13:30,27807.46,-80.0
2022-04-03,13:45,28189.79,-80.0
2022-04-03,14:00,28573.55,-80.0
2022-04-03,14:15,27490.97,-80.0
2022-04-03,14:30,26674.14,-80.0
2022-04-03,14:45,26579.92,-80.0
2022-04-03,15:00,27683.12,-80.0
2022-04-04,8:15,26457.36,-52.55
2022-04-04,8:30,25125.19,-52.55
2022-04-04,8:45,23832.86,-52.55
2022-04-04,9:00,22884.37,-52.55
2022-04-04,9:15,22568.52,-80.0
2022-04-04,9:30,21751.37,-80.0
2022-04-04,9:45,21426.43,-80.0
2022-04-04,10:00,21310.4,-80.0
2022-04-04,10:15,21890.9,-80.0
2022-04-04,10:30,22252.46,-80.0
2022-04-04,10:45,23039.33,-80.0
2022-04-04,11:00,24938.76,-80.0
2022-04-04,11:15,27439.18,-80.0
2022-04-04,11:30,26452.68,-80.0
2022-04-04,11:45,24749.95,-80.0
2022-04-04,12:00,23319.56,-80.0
2022-04-04,12:15,21889.15,-80.0
2022-04-04,12:30,21134.08,-80.0
2022-04-04,12:45,21451.95,-80.0
2022-04-04,13:00,21586.7,-80.0
2022-04-04,13:15,22272.07,-80.0
2022-04-04,13:30,22921.44,-80.0
2022-04-04,13:45,23037.1,-80.0
2022-04-04,14:00,23043.45,-80.0
2022-04-04,14:15,21174.54,-80.0
2022-04-04,14:30,20564.29,-80.0
2022-04-04,14:45,20821.71,-80.0
2022-04-04,15:00,21083.85,-80.0
2022-04-04,15:15,22180.34,-80.0
2022-04-04,15:30,22723.28,-80.0
2022-04-04,15:45,23791.17,-80.0
2022-04-04,16:00,25102.31,-80.0
2022-04-04,16:15,25962.48,-22.75
2022-04-04,16:30,26485.2,-22.75
2022-04-04,16:45,27204.89,-22.75
2022-04-04,17:00,27654.98,-22.75
2022-04-05,8:15,15821.12,-80.0
2022-04-05,8:30,14771.44,-80.0
2022-04-05,8:45,14752.63,-80.0
2022-04-05,9:00,15193.56,-80.0
2022-04-05,9:15,14862.81,-80.0
2022-04-05,9:30,14972.48,-80.0
2022-04-05,9:45,15217.53,-80.0
2022-04-05,10:00,15256.86,-80.0
2022-04-05,10:15,15360.33,-80.0
2022-04-05,10:30,15284.49,-80.0
2022-04-05,10:45,15365.24,-80.0
2022-04-05,11:00,15531.42,-80.0
2022-04-05,11:15,15683.47,-80.0
2022-04-05,11:30,15711.76,-80.0
2022-04-05,11:45,15280.89,-80.0
2022-04-05,12:00,14354.94,-80.0
2022-04-05,12:15,14549.43,-80.0
2022-04-05,12:30,14278.82,-80.0
2022-04-05,12:45,14573.48,-80.0
2022-04-05,13:00,14448.52,-80.0
2022-04-05,13:15,14755.88,-80.0
2022-04-05,13:30,14859.22,-80.0
2022-04-05,13:45,15183.83,-80.0
2022-04-05,14:00,15514.12,-80.0
2022-04-05,14:15,15772.94,-80.0
2022-04-05,14:30,15950.57,-80.0
2022-04-05,14:45,16450.31,-80.0
2022-04-05,15:00,16571.77,-80.0
2022-04-05,15:15,17037.39,-80.0
2022-04-05,15:30,17259.13,-80.0
2022-04-05,15:45,18131.91,-80.0
2022-04-05,16:00,18926.17,-80.0
2022-04-06,9:15,19780.55,-80.0
2022-04-06,9:30,19324.42,-80.0
2022-04-06,9:45,18296.78,-80.0
2022-04-06,10:00,17856.59,-80.0
2022-04-06,10:15,17147.76,-80.0
2022-04-06,10:30,17188.64,-80.0
2022-04-06,10:45,17215.42,-80.0
2022-04-06,11:00,17994.57,-80.0
2022-04-06,11:15,19072.68,-27.72
2022-04-06,11:30,18257.61,-27.72
2022-04-06,11:45,17862.42,-27.72
2022-04-06,12:00,16836.53,-27.72
2022-04-06,12:15,16588.73,-80.0
2022-04-06,12:30,16265.9,-80.0
2022-04-06,12:45,16585.71,-80.0
2022-04-06,13:00,16550.91,-80.0
2022-04-07,10:15,14876.03,-80.0
2022-04-07,10:30,14867.25,-80.0
2022-04-07,10:45,14943.15,-80.0
2022-04-07,11:00,14813.84,-80.0
2022-04-07,11:15,15600.99,-29.75
2022-04-07,11:30,15234.52,-29.75
2022-04-07,11:45,14632.8,-29.75
2022-04-07,12:00,14282.45,-29.75
2022-04-07,12:15,14681.17,-80.0
2022-04-07,12:30,14552.4,-80.0
2022-04-07,12:45,14672.9,-80.0
2022-04-07,13:00,14808.1,-80.0
2022-04-07,13:15,14866.01,-56.14
2022-04-07,13:30,15546.76,-56.14
2022-04-07,13:45,15960.41,-56.14
2022-04-07,14:00,15810.35,-56.14
2022-04-07,14:15,16310.6,-57.61
2022-04-07,14:30,16547.89,-57.61
2022-04-07,14:45,16978.3,-57.61
2022-04-07,15:00,17523.6,-57.61
2022-04-08,9:15,13296.63,-80.0
